KO,module,LevelA,LevelB,LevelC,Module_name,Module_desc,Associated_pathway
K16431,M00827,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP [PATH:map01059 map01100 map01110]","M00827_C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",[PATH:map01059 map01100 map01110]
K21184,M00827,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP [PATH:map01059 map01100 map01110]","M00827_C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",[PATH:map01059 map01100 map01110]
K21185,M00827,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP [PATH:map01059 map01100 map01110]","M00827_C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",[PATH:map01059 map01100 map01110]
K21183,M00828,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP [PATH:map01059 map01100 map01110]","M00828_Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",[PATH:map01059 map01100 map01110]
K21181,M00828,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP [PATH:map01059 map01100 map01110]","M00828_Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",[PATH:map01059 map01100 map01110]
K21182,M00828,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP [PATH:map01059 map01100 map01110]","M00828_Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",[PATH:map01059 map01100 map01110]
K21188,M00828,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP [PATH:map01059 map01100 map01110]","M00828_Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",[PATH:map01059 map01100 map01110]
K15320,M00829,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA [PATH:map01059 map01100 map01110]","M00829_3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",[PATH:map01059 map01100 map01110]
K21191,M00829,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA [PATH:map01059 map01100 map01110]","M00829_3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",[PATH:map01059 map01100 map01110]
K21192,M00829,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA [PATH:map01059 map01100 map01110]","M00829_3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",[PATH:map01059 map01100 map01110]
K20422,M00830,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00830_Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K20420,M00830,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00830_Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K20421,M00830,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00830_Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K20423,M00830,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00830_Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K21221,M00831,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00831_Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K21222,M00831,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00831_Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K21223,M00831,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00831_Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K21224,M00831,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00831_Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K21225,M00831,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA [PATH:map01059 map01100 map01110]","M00831_Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",[PATH:map01059 map01100 map01110]
K21183,M00832,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP [PATH:map01059 map01100 map01110]","M00832_Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",[PATH:map01059 map01100 map01110]
K21227,M00832,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP [PATH:map01059 map01100 map01110]","M00832_Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",[PATH:map01059 map01100 map01110]
K21228,M00832,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP [PATH:map01059 map01100 map01110]","M00832_Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",[PATH:map01059 map01100 map01110]
K16431,M00832,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP [PATH:map01059 map01100 map01110]","M00832_Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",[PATH:map01059 map01100 map01110]
K21185,M00832,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP [PATH:map01059 map01100 map01110]","M00832_Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",[PATH:map01059 map01100 map01110]
K21254,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21255,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21256,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21257,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21258,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21259,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21260,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21261,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21262,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21263,M00833,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]","M00833_Calicheamicin biosynthesis, calicheamicinone => calicheamicin",[PATH:map01059 map01100 map01110]
K21254,M00834,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP [PATH:map01059 map01100 map01110]","M00834_Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",[PATH:map01059 map01100 map01110]
K21255,M00834,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP [PATH:map01059 map01100 map01110]","M00834_Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",[PATH:map01059 map01100 map01110]
K21256,M00834,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP [PATH:map01059 map01100 map01110]","M00834_Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",[PATH:map01059 map01100 map01110]
K21257,M00834,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP [PATH:map01059 map01100 map01110]","M00834_Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",[PATH:map01059 map01100 map01110]
K21258,M00834,A_Pathway modules,B_Biosynthesis of terpenoids and polyketides,C_Enediyne biosynthesis,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP [PATH:map01059 map01100 map01110]","M00834_Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",[PATH:map01059 map01100 map01110]
K13063,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K20261,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K06998,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K20260,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K20262,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K21103,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K20940,M00835,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]","M00835_Pyocyanine biosynthesis, chorismate => pyocyanine",[PATH:map00405 map01100 map01110]
K22011,M00836,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430 [PATH:map00860 map01240 map01100 map01120]","M00836_Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",[PATH:map00860 map01240 map01100 map01120]
K22012,M00836,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430 [PATH:map00860 map01240 map01100 map01120]","M00836_Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",[PATH:map00860 map01240 map01100 map01120]
K21610,M00836,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430 [PATH:map00860 map01240 map01100 map01120]","M00836_Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",[PATH:map00860 map01240 map01100 map01120]
K21611,M00836,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430 [PATH:map00860 map01240 map01100 map01120]","M00836_Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",[PATH:map00860 map01240 map01100 map01120]
K21612,M00836,A_Pathway modules,B_Metabolism of cofactors and vitamins,C_Cofactor and vitamin metabolism,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430 [PATH:map00860 map01240 map01100 map01120]","M00836_Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",[PATH:map00860 map01240 map01100 map01120]
K21780,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21781,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21782,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21783,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21784,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21785,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21786,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21428,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21778,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21779,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21787,M00837,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]","M00837_Prodigiosin biosynthesis, L-proline => prodigiosin",[PATH:map00333 map01100 map01110]
K21780,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21781,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21782,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21783,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21784,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21785,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21786,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21791,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21792,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21793,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
K21787,M00838,A_Pathway modules,B_Biosynthesis of other secondary metabolites,C_Biosynthesis of other bacterial compounds,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]","M00838_Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",[PATH:map00333 map01100 map01110]
