"","Group","LevelB","LevelC","Module","Module_group","Module_desc","Module_desc_numbers","Presence","Total","Percent"
"354","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00622","M00622_Povi","M00622_Nicotinate degradation, nicotinate => fumarate","M00622 Nicotinate degradation, nicotinate => fumarate (5)  ",4,6,66.6666666666667
"355","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00623","M00623_Gbar","M00623_Phthalate degradation, phthalate => protocatechuate","M00623 Phthalate degradation, phthalate => protocatechuate (3)  ",2,3,66.6666666666667
"356","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00623","M00623_Gpac","M00623_Phthalate degradation, phthalate => protocatechuate","M00623 Phthalate degradation, phthalate => protocatechuate (3)  ",2,3,66.6666666666667
"357","Povi","Xenobiotics biodegradation","Aromatics degradation","M00623","M00623_Povi","M00623_Phthalate degradation, phthalate => protocatechuate","M00623 Phthalate degradation, phthalate => protocatechuate (3)  ",2,3,66.6666666666667
"358","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00631","M00631_Gbar","M00631_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P","M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (7)  ",5,5,100
"359","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00631","M00631_Gpac","M00631_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P","M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (7)  ",5,5,100
"360","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00631","M00631_Povi","M00631_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P","M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (7)  ",5,5,100
"361","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00632","M00632_Gbar","M00632_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  ",4,4,100
"362","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00632","M00632_Gpac","M00632_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  ",4,4,100
"363","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00632","M00632_Povi","M00632_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  ",4,4,100
"364","Gbar","Carbohydrate metabolism","Central carbohydrate metabolism","M00633","M00633_Gbar","M00633_Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P","M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (2)  ",2,4,50
"365","Gpac","Carbohydrate metabolism","Central carbohydrate metabolism","M00633","M00633_Gpac","M00633_Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P","M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (2)  ",2,4,50
"366","Povi","Carbohydrate metabolism","Central carbohydrate metabolism","M00633","M00633_Povi","M00633_Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P","M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (2)  ",2,4,50
"367","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00636","M00636_Gbar","M00636_Phthalate degradation, phthalate => protocatechuate","M00636 Phthalate degradation, phthalate => protocatechuate (1)  ",1,3,33.3333333333333
"368","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00636","M00636_Gpac","M00636_Phthalate degradation, phthalate => protocatechuate","M00636 Phthalate degradation, phthalate => protocatechuate (1)  ",1,3,33.3333333333333
"369","Povi","Xenobiotics biodegradation","Aromatics degradation","M00636","M00636_Povi","M00636_Phthalate degradation, phthalate => protocatechuate","M00636 Phthalate degradation, phthalate => protocatechuate (1)  ",1,3,33.3333333333333
"370","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00740","M00740_Gbar","M00740_Methylaspartate cycle","M00740 Methylaspartate cycle (9)  ",8,11,72.7272727272727
"371","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00740","M00740_Gpac","M00740_Methylaspartate cycle","M00740 Methylaspartate cycle (9)  ",8,11,72.7272727272727
"372","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00740","M00740_Povi","M00740_Methylaspartate cycle","M00740 Methylaspartate cycle (9)  ",8,11,72.7272727272727
"373","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00741","M00741_Gbar","M00741_Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","M00741 Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA (8)  ",3,3,100
"374","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00741","M00741_Gpac","M00741_Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","M00741 Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA (8)  ",3,3,100
"375","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00741","M00741_Povi","M00741_Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","M00741 Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA (8)  ",3,3,100
"376","Gbar","Energy metabolism","Nitrogen metabolism","M00804","M00804_Gbar","M00804_Complete nitrification, comammox, ammonia => nitrite => nitrate","M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  ",3,3,100
"377","Gpac","Energy metabolism","Nitrogen metabolism","M00804","M00804_Gpac","M00804_Complete nitrification, comammox, ammonia => nitrite => nitrate","M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  ",3,3,100
"378","Povi","Energy metabolism","Nitrogen metabolism","M00804","M00804_Povi","M00804_Complete nitrification, comammox, ammonia => nitrite => nitrate","M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  ",3,3,100
"379","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00810","M00810_Gbar","M00810_Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde","M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (3)  ",1,4,25
"380","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00810","M00810_Gpac","M00810_Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde","M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (3)  ",1,4,25
"381","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00810","M00810_Povi","M00810_Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde","M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (3)  ",1,4,25
"382","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00840","M00840_Gbar","M00840_Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF","M00840 Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF (4)  ",4,6,66.6666666666667
"383","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00840","M00840_Gpac","M00840_Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF","M00840 Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF (4)  ",4,6,66.6666666666667
"384","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00840","M00840_Povi","M00840_Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF","M00840 Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF (4)  ",4,6,66.6666666666667
"385","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00841","M00841_Gbar","M00841_Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF","M00841 Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF (3)  ",3,5,60
"386","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00841","M00841_Gpac","M00841_Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF","M00841 Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF (3)  ",3,5,60
"387","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00841","M00841_Povi","M00841_Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF","M00841 Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF (3)  ",3,5,60
"388","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00842","M00842_Gbar","M00842_Tetrahydrobiopterin biosynthesis, GTP => BH4","M00842 Tetrahydrobiopterin biosynthesis, GTP => BH4 (2)  ",2,3,66.6666666666667
"389","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00842","M00842_Gpac","M00842_Tetrahydrobiopterin biosynthesis, GTP => BH4","M00842 Tetrahydrobiopterin biosynthesis, GTP => BH4 (2)  ",2,3,66.6666666666667
"390","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00842","M00842_Povi","M00842_Tetrahydrobiopterin biosynthesis, GTP => BH4","M00842 Tetrahydrobiopterin biosynthesis, GTP => BH4 (2)  ",2,3,66.6666666666667
"391","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00843","M00843_Gbar","M00843_L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4","M00843 L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4 (2)  ",2,3,66.6666666666667
"392","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00843","M00843_Gpac","M00843_L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4","M00843 L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4 (2)  ",2,3,66.6666666666667
"393","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00843","M00843_Povi","M00843_L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4","M00843 L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4 (2)  ",2,3,66.6666666666667
"394","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00846","M00846_Gbar","M00846_Siroheme biosynthesis, glutamyl-tRNA => siroheme","M00846 Siroheme biosynthesis, glutamyl-tRNA => siroheme (10)  ",6,6,100
"395","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00846","M00846_Gpac","M00846_Siroheme biosynthesis, glutamyl-tRNA => siroheme","M00846 Siroheme biosynthesis, glutamyl-tRNA => siroheme (10)  ",6,6,100
"396","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00846","M00846_Povi","M00846_Siroheme biosynthesis, glutamyl-tRNA => siroheme","M00846 Siroheme biosynthesis, glutamyl-tRNA => siroheme (10)  ",6,6,100
"397","Gbar","Biosynthesis of terpenoids and polyketides","Terpenoid backbone biosynthesis","M00849","M00849_Gbar","M00849_C5 isoprenoid biosynthesis, mevalonate pathway, archaea","M00849 C5 isoprenoid biosynthesis, mevalonate pathway, archaea (2)  ",1,6,16.6666666666667
"398","Gpac","Biosynthesis of terpenoids and polyketides","Terpenoid backbone biosynthesis","M00849","M00849_Gpac","M00849_C5 isoprenoid biosynthesis, mevalonate pathway, archaea","M00849 C5 isoprenoid biosynthesis, mevalonate pathway, archaea (2)  ",1,6,16.6666666666667
"399","Povi","Biosynthesis of terpenoids and polyketides","Terpenoid backbone biosynthesis","M00849","M00849_Povi","M00849_C5 isoprenoid biosynthesis, mevalonate pathway, archaea","M00849 C5 isoprenoid biosynthesis, mevalonate pathway, archaea (2)  ",1,6,16.6666666666667
"400","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00854","M00854_Gbar","M00854_Glycogen biosynthesis, glucose-1P => glycogen/starch","M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (7)  ",2,2,100
"401","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00854","M00854_Gpac","M00854_Glycogen biosynthesis, glucose-1P => glycogen/starch","M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (6)  ",2,2,100
"402","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00854","M00854_Povi","M00854_Glycogen biosynthesis, glucose-1P => glycogen/starch","M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (7)  ",2,2,100
"403","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00855","M00855_Gbar","M00855_Glycogen degradation, glycogen => glucose-6P","M00855 Glycogen degradation, glycogen => glucose-6P (6)  ",3,3,100
"404","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00855","M00855_Gpac","M00855_Glycogen degradation, glycogen => glucose-6P","M00855 Glycogen degradation, glycogen => glucose-6P (6)  ",3,3,100
"405","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00855","M00855_Povi","M00855_Glycogen degradation, glycogen => glucose-6P","M00855 Glycogen degradation, glycogen => glucose-6P (5)  ",3,3,100
"406","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00868","M00868_Gbar","M00868_Heme biosynthesis, animals and fungi, glycine => heme","M00868 Heme biosynthesis, animals and fungi, glycine => heme (8)  ",8,8,100
"407","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00868","M00868_Gpac","M00868_Heme biosynthesis, animals and fungi, glycine => heme","M00868 Heme biosynthesis, animals and fungi, glycine => heme (8)  ",8,8,100
"408","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00868","M00868_Povi","M00868_Heme biosynthesis, animals and fungi, glycine => heme","M00868 Heme biosynthesis, animals and fungi, glycine => heme (8)  ",8,8,100
"409","Gbar","Lipid metabolism","Fatty acid metabolism","M00873","M00873_Gbar","M00873_Fatty acid biosynthesis in mitochondria, animals","M00873 Fatty acid biosynthesis in mitochondria, animals (1)  ",1,6,16.6666666666667
"410","Gpac","Lipid metabolism","Fatty acid metabolism","M00873","M00873_Gpac","M00873_Fatty acid biosynthesis in mitochondria, animals","M00873 Fatty acid biosynthesis in mitochondria, animals (1)  ",1,6,16.6666666666667
"411","Povi","Lipid metabolism","Fatty acid metabolism","M00873","M00873_Povi","M00873_Fatty acid biosynthesis in mitochondria, animals","M00873 Fatty acid biosynthesis in mitochondria, animals (1)  ",1,6,16.6666666666667
"412","Gbar","Lipid metabolism","Fatty acid metabolism","M00874","M00874_Gbar","M00874_Fatty acid biosynthesis in mitochondria, fungi","M00874 Fatty acid biosynthesis in mitochondria, fungi (2)  ",2,6,33.3333333333333
"413","Gpac","Lipid metabolism","Fatty acid metabolism","M00874","M00874_Gpac","M00874_Fatty acid biosynthesis in mitochondria, fungi","M00874 Fatty acid biosynthesis in mitochondria, fungi (2)  ",2,6,33.3333333333333
"414","Povi","Lipid metabolism","Fatty acid metabolism","M00874","M00874_Povi","M00874_Fatty acid biosynthesis in mitochondria, fungi","M00874 Fatty acid biosynthesis in mitochondria, fungi (2)  ",2,6,33.3333333333333
"415","Gbar","Xenobiotics biodegradation","Aromatics degradation","M00878","M00878_Gbar","M00878_Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA","M00878 Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA (11)  ",7,7,100
"416","Gpac","Xenobiotics biodegradation","Aromatics degradation","M00878","M00878_Gpac","M00878_Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA","M00878 Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA (11)  ",7,7,100
"417","Povi","Xenobiotics biodegradation","Aromatics degradation","M00878","M00878_Povi","M00878_Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA","M00878 Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA (11)  ",7,7,100
"418","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00880","M00880_Gbar","M00880_Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","M00880 Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor (7)  ",3,3,100
"419","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00880","M00880_Gpac","M00880_Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","M00880 Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor (7)  ",3,3,100
"420","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00880","M00880_Povi","M00880_Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","M00880 Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor (7)  ",3,3,100
"421","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00881","M00881_Gbar","M00881_Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H","M00881 Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H (2)  ",2,2,100
"422","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00881","M00881_Gpac","M00881_Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H","M00881 Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H (2)  ",2,2,100
"423","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00881","M00881_Povi","M00881_Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H","M00881 Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H (2)  ",2,2,100
"424","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00882","M00882_Gbar","M00882_Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H","M00882 Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H (1)  ",1,2,50
"425","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00882","M00882_Gpac","M00882_Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H","M00882 Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H (1)  ",1,2,50
"426","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00882","M00882_Povi","M00882_Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H","M00882 Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H (1)  ",1,2,50
"427","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00883","M00883_Gbar","M00883_Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2","M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (1)  ",1,3,33.3333333333333
"428","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00883","M00883_Gpac","M00883_Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2","M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (1)  ",1,3,33.3333333333333
"429","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00883","M00883_Povi","M00883_Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2","M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (1)  ",1,3,33.3333333333333
"430","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00884","M00884_Gbar","M00884_Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2","M00884 Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2 (1)  ",1,2,50
"431","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00884","M00884_Gpac","M00884_Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2","M00884 Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2 (1)  ",1,2,50
"432","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00884","M00884_Povi","M00884_Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2","M00884 Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2 (1)  ",1,2,50
"433","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00892","M00892_Gbar","M00892_UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","M00892 UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc (6)  ",5,6,83.3333333333333
"434","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00892","M00892_Gpac","M00892_UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","M00892 UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc (6)  ",5,6,83.3333333333333
"435","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00892","M00892_Povi","M00892_UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","M00892 UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc (6)  ",5,6,83.3333333333333
"436","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00895","M00895_Gbar","M00895_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP","M00895 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP (8)  ",7,9,77.7777777777778
"437","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00895","M00895_Gpac","M00895_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP","M00895 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP (8)  ",7,9,77.7777777777778
"438","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00895","M00895_Povi","M00895_Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP","M00895 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP (8)  ",7,9,77.7777777777778
"439","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00896","M00896_Gbar","M00896_Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP","M00896 Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP (4)  ",3,4,75
"440","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00896","M00896_Gpac","M00896_Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP","M00896 Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP (4)  ",3,4,75
"441","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00896","M00896_Povi","M00896_Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP","M00896 Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP (4)  ",3,4,75
"442","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00897","M00897_Gbar","M00897_Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP","M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (3)  ",3,5,60
"443","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00897","M00897_Gpac","M00897_Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP","M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (3)  ",3,5,60
"444","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00897","M00897_Povi","M00897_Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP","M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (3)  ",3,5,60
"445","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00898","M00898_Gbar","M00898_Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP","M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (2)  ",2,5,40
"446","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00898","M00898_Gpac","M00898_Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP","M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (2)  ",2,5,40
"447","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00898","M00898_Povi","M00898_Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP","M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (2)  ",2,5,40
"448","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00899","M00899_Gbar","M00899_Thiamine salvage pathway, HMP/HET => TMP","M00899 Thiamine salvage pathway, HMP/HET => TMP (2)  ",1,2,50
"449","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00899","M00899_Gpac","M00899_Thiamine salvage pathway, HMP/HET => TMP","M00899 Thiamine salvage pathway, HMP/HET => TMP (2)  ",1,2,50
"450","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00899","M00899_Povi","M00899_Thiamine salvage pathway, HMP/HET => TMP","M00899 Thiamine salvage pathway, HMP/HET => TMP (2)  ",1,2,50
"451","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00909","M00909_Gbar","M00909_UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","M00909 UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc (7)  ",5,5,100
"452","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00909","M00909_Gpac","M00909_UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","M00909 UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc (7)  ",5,5,100
"453","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00909","M00909_Povi","M00909_UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","M00909 UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc (7)  ",5,5,100
"454","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00911","M00911_Gbar","M00911_Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD","M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (5)  ",5,8,62.5
"455","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00911","M00911_Gpac","M00911_Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD","M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (5)  ",5,8,62.5
